ScientificName,latitude,longitude
Plumarella aleutiana,52,-177
Plumarella echinata,52,-174
Plumarella hapala,52,179
Plumarella hapala,52,-171
Plumarella hapala,53,179
Plumarella profunda,51,-177
Plumarella spicata,52,-178
Plumarella spicata,52,-177
Plumarella spicata,52,-180
Plumarella superba,52,-176
Stylaster,48,-124
Tubastraea coccinea,9,-80
Muricea pendula,29,-90
Leucandra aspera,32,-80
Errina bicolor,-50,-167
Echinogorgia,12,124
Echinogorgia,-19,148
Echinogorgia,7,126
Echinogorgia,5,120
Echinogorgia,6,121
Distichopora violacea,2,125
Phyllangia americana,18,-78
Stylaster tenisonwoodsi,7,126
Stylaster,10,140
Phyllangia americana,34,-77
Stylaster,4,126
Phyllangia americana americana,34,-78
Phyllangia americana americana,13,-83
Phyllangia americana americana,12,-83
Phyllangia americana americana,12,-84
Phyllangia americana americana,28,-80
Phyllangia americana americana,16,-83
Phyllangia americana americana,15,-82
Phyllangia americana americana,28,-83
Phacelocyathus flos,29,-85
Phyllangia americana,27,-83
Stylaster,14,120
Stylaster,7,126
Echinogorgia,25,125
Echinogorgia,27,128
Echinogorgia,24,124
Echinogorgia,28,129
Echinogorgia,26,127
Paraplexaura asper,26,127
Echinogorgia ramulosa,25,65
Echinogorgia,-5,130
Echinogorgia reticulata,25,65
Phyllangia americana,26,-83
Phyllangia americana,29,-90
Stylaster subviolacea,-35,20
Heterogorgia uatumani,-23,-44
Stylaster tenisonwoodsi,7,153
Phyllangia americana americana,34,-77
Phyllangia americana americana,16,-86
Stylaster,8,134
Stylaster roseus,-8,-35
Phyllangia americana,28,-83
Phyllangia americana americana,30,-80
Phyllangia americana mouchezii,34,-78
Echinogorgia reticulata,25,121
Stylaster duchassaingi,18,-76
Phyllangia americana americana,0,-47
Stylaster roseus,17,-63
Stylaster,5,120
Phacelocyathus flos,25,-78
Phyllangia americana,17,-88
Stylaster stellulatus,1,155
Phyllangia americana,20,-92
Balanophyllia (Balanophyllia) europaea,35,11
Balanophyllia (Eupsammia) carinata,11,51
Balanophyllia (Eupsammia) stimpsonii,11,51
Endopachys grayi,11,51
Heptaprimnoa patagonica,-46,-60
Madracis pharensis,-13,-38
Parantipathes helicosticha,-44,147
Plumarella diadema,-25,-44
Pteronisis provocatoris,-28,166
Solenocaulon,-9,144
Spinimuricea atlantica,4,-8
Triadopathes triadocrada,-44,147
Trochocyathus (Trochocyathus) laboreli,-24,-45
Tropidocyathus lessonii,-28,154
Diodogorgia nodulifera,27,-80
Muricea pendula,25,-84
Plumarella aleutiana,51,-179
Plumarella echinata,52,-177
Viminella,27,128
Fungiacyathus (Bathyactis) marenzelleri,45,154
Tubastraea micranthus,10,123
Bebryce,28,-91
Porifera,28,-91
Ellisella,28,-91
Pennatulacea,28,-91
Corallistes typus,28,-91
Thesea nutans,28,-91
Hypnogorgia pendula,28,-91
Demospongiae,28,-91
Neofibularia,28,-91
Rhizaxinella clava,28,-91
Agelas clathrodes,28,-93
Halisarca,28,-93
Haplosclerida,28,-93
Corallistes typus,28,-93
Antipatharia,28,-93
Rhizaxinella clava,28,-93
Diodogorgia,28,-93
Scleracis,28,-92
Rhizaxinella clava,28,-92
Phanopathes,28,-93
Corallistes typus,28,-92
Ectyoplasia ferox,28,-92
Diodogorgia,28,-92
Xestospongia,28,-92
Chondrilla,28,-92
Madrepora,28,-92
Neofibularia,28,-92
Aiolochroia crassa,28,-92
Ircinia felix,28,-92
Eknomisis dalioi,39,-64
Eknomisis dalioi,37,-10
Paragorgia rubra,9,138
Chrysogorgia ramificans,17,153
Chrysogorgia binata,17,153
Iridogorgia densispicula,11,140
Iridogorgia squarrosa,11,139
Acanthogorgiidae,53,-169
Paragorgia,54,-165
Acanthogorgiidae,54,-163
Arthrogorgia,54,-163
Demospongiae,55,-163
Primnoidae,55,-160
Demospongiae,55,-160
Demospongiae,55,-159
Demospongiae,56,-158
Demospongiae,55,-157
Pennatulacea,55,-157
Demospongiae,57,-154
Demospongiae,57,-152
Demospongiae,59,-149
Balticina willemoesi,60,-149
Hexactinellida,60,-149
Balticina,60,-149
Demospongiae,60,-149
Balticina,60,-145
Balticina willemoesi,60,-145
Antipathes ternatensis,10,124
Antipathes simplex,13,123
Antipathes,7,126
Antipathes,10,119
Antipathes cf. griggi,7,134
Astrangia,9,-82
Distichopora cryptostylus,7,134
Metallogorgia,24,-83
Astrangia,13,-88
Callogorgia lucaya,18,-67
Cavernulina,-5,-81
Renilla,-2,-81
Stylaster polystomos,-23,168
Stylaster lindneri,-24,168
Paraconopora spinosa,-24,168
Lepidopora polygonalis,-23,168
Stylaster obtusus,-24,168
Conopora cactos,-23,168
Lepidopora unicaulis,-23,168
Astrangia,27,-112
Astrangia,7,-78
Astrangia,21,-105
Astrangia,-2,-81
Astrangia conferta,8,-79
Echinoptilum,67,2
Conopora croca,-23,168
Crypthelia modesta,-23,168
Pseudoanthomastus,54,-137
Pseudoanthomastus,55,-140
Leptogorgia virgulata,29,-92
Astrangia rathbuni,-23,-43
Antipathes,27,128
Antipathes furcata,11,-67
Stichopathes occidentalis,11,-67
Stichopathes luetkeni,17,-88
Abyssopathes lyriformis,13,-130
Pennatulacea,29,-90
Umbellapathes,21,-158
Anoxycalyx (Anoxycalyx) ijimai,-76,168
Anoxycalyx (Anoxycalyx) ijimai,-63,-59
Anoxycalyx (Anoxycalyx) ijimai,-72,170
Virgularia,30,-81
Lophocalyx topsenti,-61,-59
Narella alaskensis,33,-121
Virgularia,-62,-59
Diodogorgia,17,-88
Titanideum,30,-81
Paracyathus pulchellus,18,-66
Cavernulina,25,59
Cavernulina,6,100
Pteroeides,35,12
Pteroeides,34,11
Pteroeides,6,100
Pteroeides,7,99
Ptilosarcus,-3,-81
Ptilosarcus,4,-77
Renilla,4,-77
Ptilosarcus,9,-80
Renilla,9,-80
Renilla,-4,-81
Ptilosarcus,-4,-81
Ptilosarcus,-3,-80
Cavernulina,-3,-80
Ptilosarcus,-2,-81
Renilla,24,-107
Renilla,8,-80
Umbellula,8,97
Funiculina quadrangularis,8,97
Umbellula,-22,36
Funiculina quadrangularis,-22,36
Chunella gracillima,-4,41
Stylatula diadema,9,-59
Sclerobelemnon theseus,9,-59
Virgularia,-29,32
Pennatula,11,51
Stylatula,13,-88
Veretillum cynomorium,5,-3
Cavernularia,1,9
Porifera,-77,170
Lepidotheca hebetis,-19,163
Lepidotheca hebetis,-24,168
Lepidotheca minuta,-24,168
Lepidotheca splendens,-23,168
Lepidotheca splendens,-24,168
Componospina terebellifera,-20,159
Errina adornata,-20,159
Stephanohelia crassa,-19,163
Stephanohelia crassa,-24,168
Stephanohelia crassa,-23,168
Stephanohelia sulfurea,-24,168
Stephanohelia sulfurea,-23,168
Lillipathes cf. wingi,43,-127
Parantipathes,41,-127
Trissopathes cf. pseudotristicha,47,-130
Alternatipathes bipinnata,36,-123
Lillipathes quadribrachiata,36,-123
Muriceides,20,158
Lepidopora polygonalis,-24,168
Lepidopora pusilla,-24,168
Lepidopora polygonalis,-25,168
Muriceides,12,-67
Lepidopora unicaulis,-25,160
Lepidopora leptoclados,-24,168
Lepidopora gelanes,-23,167
Lepidopora gelanes,-24,168
Lepidotheca clavata,-19,163
Adelopora rosea,-19,163
Adelopora alveolata,-19,163
Adelopora stichopora,-24,168
Adelopora stichopora,-15,167
Adelopora robusta,-19,163
Inferiolabiata limatula,-21,168
Inferiolabiata cestospinula,-20,170
Inferiolabiata cestospinula,-23,168
Inferiolabiata rhabdion,-23,168
Inferiolabiata rhabdion,-24,168
Inferiolabiata rhabdion,-23,167
Lepidotheca clavata,-24,168
Lepidotheca clavata,-23,168
Lepidotheca ranunculata,-19,163
Stylaster polystomos,-24,168
Conopora crassisepta,-23,168
Systemapora solida,-24,168
Systemapora vermifera,-24,168
Systemapora vermifera,-23,168
Calyptopora zibrowii,-21,167
Stylaster fundatus,-25,168
Crypthelia jenniferae,-19,163
Crypthelia jenniferae,-24,168
Crypthelia jenniferae,-23,167
Stenohelia aurantiaca,-23,159
Pseudocrypthelia apoma,-19,163
Pseudocrypthelia apoma,-24,168
Crypthelia cassiculata,-19,163
Crypthelia crassa,-24,168
Crypthelia spiralis,-23,168
Crypthelia spiralis,-24,168
Crypthelia laevigata,-19,163
Crypthelia crenata,-19,163
Crypthelia crenata,-21,167
Crypthelia variegata,-24,168
Crypthelia boucheti,-13,-176
Crypthelia reticulata,-24,168
Crypthelia reticulata,-25,169
Crypthelia reticulata,-25,168
Crypthelia defensa,-23,168
Crypthelia defensa,-18,169
Crypthelia sinuosa,-25,168
Crypthelia sinuosa,-23,167
Distichozoon dens,-23,167
Stylaster biflabellum,-24,168
Stylaster biflabellum,-23,168
Crypthelia deforgesi,-23,168
Crypthelia deforgesi,-23,167
Crypthelia parapolypoma,-23,168
Crypthelia parapolypoma,-24,168
Crypthelia viridis,-19,163
Conopora croca,-24,168
Conopora croca,-25,168
Conopora cardata,-21,167
Conopora beebei,-24,168
Conopora beebei,-23,167
Paraconopora spinosa,-23,168
Crypthelia modesta,-24,168
Conopora crassisepta,-24,168
Stylaster diastemata,-18,169
Stylaster diastemata,-16,167
Stylaster diastemata,-18,168
Stylaster diastemata,-20,170
Stylaster diastemata,-19,169
Stylaster diastemata,-5,133
Nicella obesa,12,-69
Paramuricea,12,-69
Nicella goreaui,12,-68
Stylopathes adinocrada,12,-69
Leptogorgia virgulata,37,-76
Ramuligorgia militaris,24,-166
Iridogorgia,25,-172
Antipathes,26,128
Placotrochides frustum,17,-46
Narella virgosa,16,-168
Haliclona (Haliclona),-63,-55
Haliclona (Gellius),-76,-180
Xestospongia,-63,-56
Haliclona (Gellius),-63,-59
Haliclona (Haliclona),-65,-64
Haliclona (Gellius) constans,-65,-64
Cladocroce gaussiana,-65,-64
Muriceides,-1,-90
Muriceides,0,-91
Lillipathes,21,-158
Dendropathes cf. bacotaylorae,22,-160
Parantipathes cf. larix,26,-173
Alternatipathes venusta,19,-157
Trissopathes,26,-167
Lillipathes,24,-166
Coralliidae,-26,168
Rhizosmilia gerdae,16,-61
Keratoisis,26,-167
Cladarisis,20,-156
Keratoisis,26,-168
Isidella,17,-168
Acanella scarletae,37,-74
Astrangia,7,-57
Astrangia,19,-69
Astrangia,7,-58
Madrepora oculata,27,-93
Desmophyllum pertusum,28,-90
Solanderia,25,-174
Desmophyllum dianthus,13,144
Macroprimnoa ornata,11,145
Lepidisis,14,145
Heteropathes,17,146
Polycyathus,17,146
Calyptrophora clarki,20,145
Conopora unifacialis,21,145
Calyptopora,21,145
cf. Jasonisis,17,166
Calyptrophora lyra,18,167
Macroprimnoa ornata,17,166
Victorgorgia,17,165
Cladocroce gaussiana,-64,-63
Haliclona (Gellius) rudis,-78,-172
Haliclona,-63,-56
Hemigellius,-63,-61
Haliclona (Soestella),-61,-44
Chalinula,-64,-63
Haliclona (Gellius) constans,-63,-56
Cladocroce gaussiana,-66,-68
Haliclona (Haliclona),-63,-59
Haliclona (Soestella),-63,-56
Haliclona (Rhizoniera) dancoi,-63,-56
Cladocroce gaussiana,-63,-55
Haliclona (Gellius),-64,-63
Cladocroce gaussiana,-61,-43
Cladocroce gaussiana,-66,-70
Haliclona (Rhizoniera),-61,-56
Haliclona (Gellius) constans,-65,-63
Nidalia occidentalis,12,-68
Trochocyathus,-14,-169
Caryophyllia,-14,-169
Dendrophyllia alcocki,-14,-169
Sibogagorgia,-4,-175
Victorgorgia,-4,-175
Thouarella (Euthouarella) tydemani,0,-176
Abyssopathes lyra,-4,-173
Narella fordi,-6,-174
Coralliidae,-5,-162
Madrepora,1,-161
Heteropathes americana,15,-171
Paragorgia,14,-171
Iridogorgia,15,-170
Myriopathes ulex,21,-157
Bathypathes cf. alternata,7,135
Aphanipathes,7,135
Bathypathes tiburonae,53,-164
Elatopathes,12,-69
Desmophyllum pertusum,49,-10
Desmophyllum pertusum,49,-11
Madrepora oculata,49,-10
Madrepora oculata,49,-11
Solenosmilia variabilis,49,-10
Solenosmilia variabilis,48,-10
Javania,48,-10
Leptogorgia virgulata,38,-76
Metallogorgia,28,-161
Bathypathes patula,32,-164
Eknomisis,33,-165
Antipathes sylospongia,29,-163
Caryophyllia,23,-161
Coenocyathus,23,-161
Swiftia pallida,27,-91
Trachythela rudis,27,-91
cf. Echinomuricea,28,-92
Trachythela rudis,29,-88
Lillipathes wingi,58,-137
Parantipathes euantha,51,-180
Madrepora oculata,25,-84
Thecopsammia socialis,25,-84
Stylaster erubescens,26,-85
Polymyces fragilis,26,-85
Heteropathes americana,28,-92
Chrysopathes speciosa,55,-135
Chrysopathes speciosa,57,-136
Isidella,52,-176
Isidella,58,-138
Isidella,58,-137
Isidella,52,-174
Isidella tentaculum,58,-140
Isidella tentaculum,55,-134
Keratoisis,52,175
Stichopathes occidentalis,28,-91
Swiftia,29,-80
Desmophyllum pertusum,29,-80
Labyrinthocyathus,29,-80
Duva florida,30,-80
Stichopathes echinulata,-34,173
Parantipathes pluma,59,-175
Ellisella atlantica,28,-92
Leptogorgia,29,-90
Acanthogorgia,28,-91
Caryophyllia (Caryophyllia) antillarum,27,-94
Caryophyllia,27,-94
Caryophyllia (Caryophyllia) antillarum,27,-78
Tanacetipathes thamnea,28,-92
Plumapathes,28,-92
Elatopathes,28,-93
Elatopathes,28,-92
Pennatulacea,37,-74
Stichopathes echinulata,-30,168
Acanthopathes undulata,-30,-179
Crypthelia insolita,18,-65
Pennatula,18,-65
Callogorgia americana,18,-65
Parantipathes tetrasticha,18,-65
Flabellum (Ulocyathus) moseleyi,18,-66
Pennatula,18,-67
Ellisella elongata,18,-67
Madrepora oculata,18,-67
Narella spectabilis,19,-67
Placogorgia,18,-68
Acanthogorgia,18,-68
Trissopathes,18,-68
Acanella,18,-68
Paracalyptrophora,18,-68
Abyssopathes lyra,19,-68
Crypthelia tenuiseptata,18,-65
Stylaster laevigatus,18,-68
Iotroata,-62,-58
Axinellidae,-62,-58
Haliclona (Haliclona),-62,-58
Myxilla,-62,-58
Poecilosclerida,-62,-59
Haliclona (Gellius),-65,-63
Haliclona (Haliclona),-62,-59
Poecilosclerida,-62,-58
Hexactinellida,-62,-58
Stelletta,-62,-57
Stelletta,-65,-65
Myxilla (Ectyomyxilla),-65,-66
Axinellidae,-62,-59
Demospongiae,-62,-59
Hexactinellida,-63,-63
Stelletta,-62,-58
Ancorinidae,-61,-56
Heteroscleromorpha,-61,-56
Echinoclathria bergquistae,-62,-57
Callyspongia,-62,-57
Hymedesmia (Stylopus),-62,-57
Haplosclerida,-62,-58
Myxilla (Ectyomyxilla),-62,-58
Callyspongiidae,-62,-58
Biemna,-62,-58
Axinellidae,-62,-60
Hexactinellida,-62,-59
Poecilosclerida,-61,-57
Hexactinellida,-61,-57
Stichopathes occidentalis,29,-88
Desmophyllum pertusum,28,-80
Desmophyllum pertusum,29,-79
Narella regularis,30,-80
Labyrinthocyathus langae,30,-80
Chrysogorgia,31,-78
Desmophyllum pertusum,30,-80
Labyrinthocyathus facetus,30,-80
Plumarella laxiramosa,32,-78
Paramuricea,38,-73
Swiftia,38,-73
Paragorgia,38,-74
Kophobelemnon,37,-74
Thesea granulosa,29,-86
Virgularia,25,65
Scytalium,15,96
Cavernularia,26,128
Virgularia,26,128
Pteroeides,15,96
Leptogorgia setacea,37,-76
Stylatula,29,-90
Parantipathes,40,-71
Desmophyllum hourigani,17,-62
Trachythela rudis,48,-10
Titanideum frauenfeldii,34,-78
Renilla,35,-75
Leptogorgia virgulata,34,-78
Trachythela cf. rudis,31,-79
Astrangia poculata,41,-72
Paracyathus stearnsi,38,-123
Paracyathus stearnsi,34,-120
Paracyathus stearnsi,34,-119
Paracyathus stearnsi,49,-126
Paracyathus stearnsi,44,-124
Paracyathus stearnsi,32,-119
Paracyathus stearnsi,44,-125
Paracyathus stearnsi,37,-122
Paracyathus stearnsi,34,-118
Coenocyathus bowersi,34,-118
Trochocyathus (Trochocyathus) rhombocolumna,21,-157
Astrangia haimei,9,-80
Porifera,-78,166
Porifera,-68,-68
Porifera,-65,101
Porifera,-78,-36
Porifera,-69,-91
Porifera,-64,-60
Porifera,-63,-60
Porifera,-68,-69
Porifera,-63,-61
Porifera,-60,-46
Hexactinellida,-68,-69
Porifera,-63,-59
Porifera,-68,-67
Porifera,-63,-62
Porifera,-62,-54
Porifera,-65,-63
Porifera,-65,-62
Porifera,-64,-63
Porifera,-64,-59
Porifera,-65,-64
Hexactinellida,-65,-64
Porifera,-65,-66
Porifera,-65,-65
Porifera,-62,-59
Porifera,-61,-45
Porifera,-61,-46
Porifera,-72,170
Porifera,-71,170
Porifera,-61,-55
Porifera,-61,-44
Porifera,-66,110
Porifera,-67,91
Porifera,-77,164
Porifera,-67,93
Porifera,-72,171
Porifera,-71,-14
Porifera,-78,-162
Porifera,-78,167
Porifera,-73,169
Porifera,-72,-16
Porifera,-66,111
Porifera,-78,-41
Porifera,-77,-44
Porifera,-72,172
Porifera,-75,-57
Porifera,-66,-67
Porifera,-62,-60
Paracyathus stearnsi,33,-118
Astrangia conferta,28,-111
Porifera,-78,-45
Porifera,-61,-54
Porifera,-66,-68
Porifera,-64,-57
Porifera,-64,-61
Porifera,-68,-74
Cinachyra barbata,-61,-56
Antarctotetilla leptoderma,-78,-166
Cinachyra antarctica,-74,176
Cinachyra antarctica,-63,-59
Virgularia presbytes,29,-94
Porifera,-77,166
Porifera,-63,-55
Porifera,-76,168
Leptogorgia setacea,38,-76
Porifera,-63,-56
Porifera,-67,-69
Porifera,-71,171
Porifera,-73,171
Porifera,-74,178
Porifera,-71,172
Porifera,-67,163
Porifera,-76,-180
Porifera,-75,-176
Chalinidae,-75,-176
Chalinidae,-63,-56
Chalinidae,-67,164
Porifera,-61,-57
Porifera,-78,175
Porifera,-67,164
Porifera,-61,-43
Phorbas glaberrimus,-65,-64
Phorbas glaberrimus,-77,175
Phorbas glaberrimus,-63,-62
Phorbas glaberrimus,-76,168
Phorbas glaberrimus,-61,-43
Phorbas glaberrimus,-75,-175
Mycale (Anomomycale),-61,-54
Asbestopluma (Asbestopluma) belgicae,-64,-63
Asbestopluma (Asbestopluma) belgicae,-72,172
Asbestopluma (Asbestopluma) belgicae,-61,-44
Asbestopluma (Asbestopluma) belgicae,-71,172
Asbestopluma (Asbestopluma) belgicae,-76,-180
Axinella antarctica,-76,-165
Axinella antarctica,-76,-170
Axinella antarctica,-73,178
Axinella antarctica,-76,-173
Clathria (Axosuberites) nidificata,-76,-180
Clathria (Axosuberites) nidificata,-60,-47
Clathria (Axosuberites) nidificata,-66,-67
Clathria (Axosuberites) nidificata,-72,172
Clathria (Axosuberites) nidificata,-61,-43
Clathria (Axosuberites) nidificata,-63,-55
Clathria (Axosuberites) nidificata,-63,-59
Clathria (Axosuberites) nidificata,-65,-64
Clathria (Axosuberites) nidificata,-73,178
Clathria (Axosuberites) nidificata,-78,175
Clathria (Axosuberites) nidificata,-76,-165
Clathria (Axosuberites) nidificata,-64,-63
Clathria (Axosuberites) nidificata,-77,-162
Clathria (Axosuberites) nidificata,-66,-65
Clathria (Axosuberites) nidificata,-76,171
Clathria (Axosuberites) nidificata,-61,-56
Clathria (Axosuberites) nidificata,-78,-164
Clathria (Axosuberites) nidificata,-76,168
Clathria (Axosuberites) nidificata,-60,-46
Clathria (Axosuberites) nidificata,-63,-62
Clathria (Axosuberites) nidificata,-77,-167
Clathria (Axosuberites) nidificata,-66,-68
Biemna chilensis,-61,-43
Biemna chilensis,-73,178
Isodictya lankesteri,-65,-64
Isodictya lankesteri,-61,-56
Isodictya lankesteri,-63,-62
Isodictya lankesteri,-61,-54
Isodictya lankesteri,-76,-173
Isodictya lankesteri,-71,172
Isodictya lankesteri,-63,-59
Isodictya lankesteri,-76,-180
Chondrocladia (Chondrocladia) clavata,-71,172
Chondrocladia (Chondrocladia) clavata,-72,172
Cinachyra antarctica,-62,-59
Cinachyra antarctica,-78,175
Cinachyra antarctica,-66,-65
Cinachyra antarctica,-76,-163
Cinachyra antarctica,-77,173
Cinachyra antarctica,-66,-67
Cinachyra antarctica,-77,166
Cinachyra antarctica,-66,110
Cinachyra antarctica,-65,-64
Cinachyra antarctica,-68,-70
Cinachyra antarctica,-76,178
Cinachyra antarctica,-76,171
Cinachyra antarctica,-74,-175
Cinachyra barbata,-75,170
Cinachyra barbata,-62,-59
Cinachyra barbata,-65,-64
Cinachyra barbata,-75,172
Cinachyra barbata,-66,-67
Cinachyra barbata,-74,171
Cinachyra barbata,-76,178
Cinachyra barbata,-61,-43
Cinachyra barbata,-64,-64
Cinachyra barbata,-77,173
Cinachyra barbata,-76,-165
Cladorhiza,-73,174
Crella (Pytheas) crassa,-60,-33
Dendrilla membranosa,-65,-64
Dendrilla membranosa,-64,-64
Dolichacantha macrodon,-74,-40
Lissodendoryx (Ectyodoryx) anacantha,-61,-54
Lissodendoryx (Ectyodoryx) anacantha,-60,-33
Lissodendoryx (Ectyodoryx) nobilis,-63,-55
Lissodendoryx (Ectyodoryx) nobilis,-66,-68
Lissodendoryx (Ectyodoryx) nobilis,-65,-64
Lissodendoryx (Ectyodoryx) nobilis,-76,-180
Lissodendoryx (Ectyodoryx) ramilobosa,-77,175
Lissodendoryx (Ectyodoryx) ramilobosa,-63,-55
Lissodendoryx (Ectyodoryx) ramilobosa,-76,-165
Lissodendoryx (Ectyodoryx) ramilobosa,-65,-64
Lissodendoryx (Ectyodoryx) ramilobosa,-71,172
Eurypon miniaceum,-73,174
Eurypon miniaceum,-61,-43
Eurypon miniaceum,-62,-45
Eurypon miniaceum,-73,-177
Eurypon miniaceum,-76,-165
Eurypon miniaceum,-63,-49
Guitarra fimbriata,-65,-64
Guitarra fimbriata,-63,-59
Halichondria,-63,-59
Halichondria,-76,-165
Iciligorgia schrammi,18,-66
Halichondria,-63,-61
Halichondria,-64,-62
Haliclona,-63,-59
Hemigellius,-61,-56
Hemigellius,-65,-64
Hemigellius,-63,-59
Hemigellius,-61,-53
Hemigellius,-63,-55
Hemigellius,-66,-66
Hemigellius,-60,-46
Homaxinella balfourensis,-65,-64
Homaxinella balfourensis,-63,-62
Homaxinella balfourensis,-63,-59
Homaxinella balfourensis,-71,172
Homaxinella balfourensis,-64,-64
Homaxinella balfourensis,-63,-61
Homaxinella balfourensis,-67,-70
Homaxinella balfourensis,-65,-63
Homaxinella balfourensis,-77,-162
Homaxinella balfourensis,-66,-68
Homaxinella balfourensis,-64,-63
Homaxinella balfourensis,-78,-169
Homaxinella,-75,-176
Homaxinella,-61,-57
Homaxinella,-72,172
Homaxinella,-72,175
Homaxinella,-71,172
Guitarra dendyi,-63,-59
Hymeniacidon,-63,-59
Hymeniacidon,-61,-56
Hymeniacidon,-61,-54
Hymeniacidon,-65,-64
Hymeniacidon,-71,172
Hymeniacidon,-61,-53
Hymeniacidon,-64,-52
Hymeniacidon,-63,-61
Hymeniacidon,-73,174
Hymeniacidon,-64,-62
Inflatella belli,-66,111
Inflatella belli,-61,-54
Inflatella belli,-63,-59
Inflatella belli,-76,172
Inflatella belli,-62,-45
Inflatella belli,-73,174
Inflatella belli,-66,110
Inflatella belli,-74,171
Inflatella belli,-73,172
Inflatella belli,-77,169
Inflatella belli,-61,-44
Pyloderma latrunculioides,-61,-57
Pyloderma latrunculioides,-60,-36
Pyloderma latrunculioides,-62,-56
Pyloderma latrunculioides,-64,-63
Pyloderma latrunculioides,-71,172
Pyloderma latrunculioides,-65,-64
Pyloderma latrunculioides,-77,-162
Iophon,-63,-49
Iophon,-63,-59
Iophon,-65,-64
Iophon,-61,-57
Iophon,-64,-63
Iophon,-63,-62
Iophon,-61,-43
Iophon,-73,177
Iophon,-63,-61
Iophon,-63,-56
Iophon,-66,-67
Iophon,-61,-44
Iophon,-73,171
Iophon,-63,-55
Iophon,-72,177
Isodictya erinacea,-63,-59
Isodictya erinacea,-71,172
Isodictya erinacea,-77,173
Isodictya erinacea,-65,-64
Isodictya erinacea,-63,-56
Isodictya erinacea,-61,-57
Isodictya erinacea,-73,178
Isodictya erinacea,-62,-59
Isodictya erinacea,-63,-63
Isodictya erinacea,-63,-61
Isodictya erinacea,-63,-62
Isodictya kerguelenensis,-63,-59
Isodictya kerguelenensis,-77,175
Isodictya kerguelenensis,-62,-59
Isodictya kerguelenensis,-63,-61
Isodictya kerguelenensis,-63,-62
Isodictya kerguelenensis,-73,171
Isodictya kerguelenensis,-63,-55
Isodictya kerguelenensis,-71,172
Isodictya kerguelenensis,-65,-64
Isodictya kerguelenensis,-63,-56
Isodictya kerguelenensis,-73,178
Isodictya obliquidens,-63,-59
Isodictya,-62,-58
Isodictya setifera,-63,-63
Isodictya setifera,-63,-59
Isodictya setifera,-63,-56
Isodictya setifera,-67,-70
Isodictya,-63,-59
Isodictya toxophila,-63,-49
Kirkpatrickia coulmani,-64,-63
Kirkpatrickia coulmani,-63,-56
Kirkpatrickia variolosa,-63,-55
Latrunculia,-61,-43
Latrunculia,-61,-54
Latrunculia,-61,-53
Latrunculia,-63,-59
Latrunculia,-71,172
Latrunculia,-60,-47
Latrunculia,-62,-45
Latrunculia,-61,-56
Lissodendoryx,-76,-165
Lissodendoryx (Lissodendoryx) flabellata,-71,172
Microxina benedeni,-65,-64
Microxina benedeni,-61,-56
Microxina benedeni,-60,-47
Microxina benedeni,-66,-65
Microxina benedeni,-61,-54
Microxina benedeni,-76,-173
Microxina benedeni,-72,171
Microxina benedeni,-76,-179
Microxina benedeni,-65,-63
Microxina benedeni,-77,-167
Microxina benedeni,-76,-180
Tethyopsis longispinus,-72,172
Mycale (Oxymycale) acerata,-64,-63
Mycale (Oxymycale) acerata,-61,-57
Leptogorgia virgulata,30,-84
Mycale (Oxymycale) acerata,-61,-56
Leptogorgia virgulata,30,-86
Mycale (Oxymycale) acerata,-62,-59
Mycale (Oxymycale) acerata,-60,-46
Mycale (Oxymycale) acerata,-66,111
Mycale (Oxymycale) acerata,-63,-63
Mycale (Oxymycale) acerata,-65,-65
Mycale (Oxymycale) acerata,-65,-63
Mycale (Oxymycale) acerata,-65,-64
Mycale (Oxymycale) acerata,-72,172
Mycale (Oxymycale) acerata,-63,-56
Mycale (Oxymycale) acerata,-75,-177
Mycale (Oxymycale) acerata,-75,169
Mycale (Mycale) lapidiformis,-74,171
Mycale (Mycale) macrochela,-61,-57
Mycale (Mycale) macrochela,-67,-180
Mycale (Aegogropila) magellanica,-63,-55
Mycale (Aegogropila) magellanica,-65,-64
Mycale (Aegogropila) magellanica,-61,-56
Mycale (Aegogropila) magellanica,-74,-175
Mycale (Aegogropila) magellanica,-77,-162
Mycale (Aegogropila) magellanica,-63,-56
Mycale (Aegogropila) magellanica,-76,-165
Mycale (Aegogropila) magellanica,-60,-47
Mycale,-75,-175
Mycale (Mycale) tridens,-64,-64
Mycale (Mycale) tridens,-65,-64
Mycale (Mycale) tridens,-62,-59
Mycale (Mycale) tridens,-61,-43
Mycale (Mycale) tridens,-64,-63
Mycale (Mycale) tridens,-63,-59
Mycale (Mycale) tridens,-63,-62
Myxilla (Myxilla) basimucronata,-63,-62
Myxilla (Myxilla) mollis,-61,-56
Myxilla (Myxilla) mollis,-66,-67
Myxilla (Myxilla) mollis,-61,-43
Myxilla (Myxilla) mollis,-76,-173
Myxilla (Myxilla) mollis,-67,-70
Myxilla (Myxilla) mollis,-75,170
Myxilla (Myxilla) mollis,-63,-63
Myxilla (Myxilla) mollis,-63,-59
Myxilla (Myxilla) mollis,-61,-57
Myxilla (Myxilla) mollis,-63,-62
Myxilla (Myxilla) mollis,-60,-47
Myxilla (Myxilla) mollis,-63,-55
Myxilla (Myxilla) mollis,-65,-64
Myxilla,-61,-56
Myxodoryx hanitschi,-65,-64
Myxodoryx hanitschi,-78,-166
Clathria (Axosuberites) georgiaensis,-72,172
Clathria (Axosuberites) georgiaensis,-63,-59
