ScientificName,latitude,longitude
Clathria (Axosuberites) georgiaensis,-63,-55
Echinochalina (Echinochalina) tubulosa,-65,-63
Echinochalina (Echinochalina) tubulosa,-60,-47
Echinochalina (Echinochalina) tubulosa,-62,-59
Poecillastra,-74,-177
Poecillastra,-73,-177
Plocamionida gaussiana,-63,-55
Hemigellius bidens,-76,-180
Hemigellius bidens,-76,168
Hemigellius bidens,-61,-57
Hemigellius bidens,-63,-55
Hemigellius bidens,-65,-64
Hemigellius bidens,-66,-68
Hemigellius bidens,-66,-70
Hemigellius bidens,-73,178
Hemigellius bidens,-61,-56
Hemigellius bidens,-63,-59
Polymastia,-75,170
Polymastia,-76,168
Polymastia,-71,171
Polymastia,-78,-169
Polymastia,-61,-43
Polymastia,-65,-64
Polymastia,-75,-175
Polymastia,-61,-54
Polymastia,-65,-63
Polymastia,-78,-165
Polymastia,-64,-52
Polymastia,-66,-68
Polymastia,-63,-55
Polymastia,-71,172
Polymastia,-78,175
Polymastia,-77,175
Polymastia,-73,174
Polymastia,-63,-59
Clathria (Microciona) antarctica,-63,-55
Clathria (Microciona) antarctica,-72,170
Clathria (Microciona) antarctica,-76,171
Clathria (Microciona) antarctica,-65,-64
Pseudosuberites,-75,-176
Rhizaxinella,-66,-68
Rhizaxinella,-63,-63
Rhizaxinella,-64,-63
Rhizaxinella,-72,172
Rhizaxinella,-61,-43
Rhizaxinella,-75,-175
Rhizaxinella,-73,-177
Rhizaxinella,-77,-162
Rhizaxinella,-74,179
Rhizaxinella,-65,-64
Rossella,-63,-63
Rossella,-63,-56
Rossella,-65,-64
Rossella,-73,-177
Rossella,-61,-56
Rossella,-66,-67
Rossella,-78,175
Rossella,-77,175
Rossella,-74,-177
Rossella,-75,169
Rossella,-76,178
Rossella,-76,171
Rossella,-66,-65
Rossella,-76,-173
Rossella,-75,170
Rossella,-75,168
Rossella,-64,-61
Rossella,-74,178
Rossella,-74,-60
Rossella,-65,-63
Rossella,-61,-57
Rossella,-76,-163
Rossella,-65,-65
Rossella,-63,-59
Rossella,-75,-175
Rossella,-61,-45
Rossella,-61,-44
Rossella,-77,-41
Rossella,-65,-68
Rossella,-63,-61
Rossella,-64,-63
Rossella,-73,171
Rossella,-72,175
Rossella,-75,172
Rossella,-63,-55
Rossella,-71,172
Rossella,-78,-169
Rossella,-72,177
Rossella,-61,-43
Rossella,-76,180
Rossella,-66,110
Rossella,-62,-59
Rossella,-73,180
Rossella,-77,-162
Rossella,-76,-165
Rossella,-72,172
Rossella,-76,-180
Rossella,-66,111
Rossella,-77,-159
Rossella,-78,-173
Rossella,-77,169
Rossella,-74,171
Rossella,-67,-70
Rossella,-67,-69
Rossella,-62,-56
Rossella,-74,-175
Rossella,-76,168
Rossella,-78,-163
Rossella,-62,-58
Rossella,-66,-70
Rossella,-74,176
Rossella antarctica,-61,-57
Rossella antarctica,-63,-59
Rossella antarctica,-74,171
Rossella antarctica,-75,170
Rossella antarctica,-66,110
Rossella antarctica,-74,-179
Rossella antarctica,-76,-170
Rossella antarctica,-72,170
Rossella antarctica,-72,172
Rossella antarctica,-63,-55
Rossella antarctica,-61,-45
Rossella racovitzae,-61,-56
Rossella racovitzae,-75,169
Rossella racovitzae,-62,-59
Rossella racovitzae,-74,179
Rossella racovitzae,-78,-169
Rossella racovitzae,-75,170
Rossella racovitzae,-64,-64
Rossella racovitzae,-71,172
Rossella racovitzae,-65,-64
Rossella racovitzae,-78,-166
Rossella racovitzae,-76,168
Rossella racovitzae,-75,168
Rossella racovitzae,-77,-171
Rossella racovitzae,-67,-69
Rossella racovitzae,-63,-63
Rossella racovitzae,-76,-173
Rossella racovitzae,-61,-57
Rossella racovitzae,-65,-63
Rossella racovitzae,-74,-177
Rossella racovitzae,-63,-56
Rossella racovitzae,-65,-68
Rossella racovitzae,-64,-63
Rossella racovitzae,-62,-43
Rossella racovitzae,-76,-165
Rossella racovitzae,-62,-56
Rossella racovitzae,-72,170
Rossella racovitzae,-61,-43
Rossella racovitzae,-72,172
Rossella racovitzae,-73,178
Rossella racovitzae,-73,-178
Rossella racovitzae,-74,-179
Rossella racovitzae,-73,180
Rossella racovitzae,-78,-163
Rossella racovitzae,-77,175
Rossella racovitzae,-66,-67
Rossella racovitzae,-76,172
Rossella racovitzae,-77,-167
Rossella racovitzae,-76,178
Rossella racovitzae,-66,-68
Rossella racovitzae,-76,-170
Rossella racovitzae,-66,110
Rossella racovitzae,-77,173
Rossella racovitzae,-78,175
Rossella racovitzae,-60,-47
Rossella racovitzae,-76,-179
Rossella racovitzae,-75,-177
Rossella racovitzae,-66,111
Rossella,-63,-49
Rossella,-78,-166
Sphaerotylus,-63,-59
Sphaerotylus,-65,-64
Sphaerotylus,-66,110
Sphaerotylus borealis,-63,-59
Stelletta,-74,-177
Stelletta,-73,178
Stelletta,-76,-163
Stelletta,-73,174
Stylocordyla borealis,-71,171
Stylocordyla borealis,-63,-59
Stylocordyla borealis,-61,-47
Stylocordyla borealis,-66,-67
Stylocordyla borealis,-66,111
Stylocordyla borealis,-65,-64
Stylocordyla borealis,-60,-46
Suberites,-63,-55
Suberites,-64,-64
Suberites,-65,-64
Suberites,-60,-33
Suberites,-72,175
Suberites,-73,177
Suberites,-72,171
Suberites,-61,-54
Suberites,-61,-53
Suberites,-76,-169
Suberites,-73,-177
Suberites,-73,174
Suberites,-72,172
Suberites,-76,-173
Suberites,-76,-170
Suberites,-73,-178
Suberites,-76,-165
Suberites,-66,-65
Suberites,-71,172
Suberites,-73,178
Suberites,-75,-175
Suberites,-74,-177
Suberites,-61,-43
Tedania,-63,-59
Tedania,-73,-178
Tedania,-77,-167
Tedania,-71,172
Tedania,-63,-61
Tedania,-61,-43
Tedania,-77,-162
Tedania,-64,-63
Tedania,-66,110
Tedania,-72,172
Tedania,-76,171
Tedania,-65,-64
Tedania,-63,-62
Tedania,-75,-175
Tedania,-63,-55
Tedania,-66,-67
Tedania,-60,-47
Tedania,-67,-69
Tedania,-77,175
Tedania,-65,-63
Tedania,-66,-70
Tedania,-73,177
Tedania,-61,-44
Tedania,-66,-65
Tedania,-76,-173
Tedania,-67,-70
Tedania,-65,-65
Tedania,-61,-57
Tedania,-76,-170
Tedania,-73,174
Tedania,-66,111
Tedania,-63,-63
Tedania,-76,-180
Tedania,-62,-43
Tedania,-67,163
Tentorium,-61,-43
Tentorium,-62,-45
Tetilla,-62,-59
Tetilla,-76,-165
Tetilla,-71,172
Tetilla,-65,-64
Tetilla,-68,-70
Tetilla,-74,176
Tetilla,-78,175
Tetilla,-60,-46
Tetilla,-78,-166
Tetilla,-62,-44
Tetilla,-77,175
Tetilla,-72,172
Antarctotetilla leptoderma,-61,-57
Antarctotetilla leptoderma,-71,172
Antarctotetilla leptoderma,-62,-59
Antarctotetilla leptoderma,-76,168
Antarctotetilla leptoderma,-75,170
Antarctotetilla leptoderma,-61,-43
Antarctotetilla leptoderma,-60,-46
Antarctotetilla leptoderma,-65,-64
Antarctotetilla leptoderma,-76,178
Antarctotetilla leptoderma,-67,-70
Antarctotetilla leptoderma,-68,180
Antarctotetilla leptoderma,-73,172
Antarctotetilla leptoderma,-74,171
Antarctotetilla leptoderma,-76,-170
Antarctotetilla leptoderma,-77,166
Antarctotetilla leptoderma,-68,-70
Antarctotetilla leptoderma,-73,174
Antarctotetilla leptoderma,-74,176
Antarctotetilla leptoderma,-72,179
Antarctotetilla leptoderma,-71,171
Antarctotetilla leptoderma,-78,-173
Antarctotetilla leptoderma,-63,-61
Antarctotetilla leptoderma,-76,-165
Antarctotetilla leptoderma,-76,-163
Antarctotetilla leptoderma,-67,-69
Antarctotetilla leptoderma,-77,173
Antarctotetilla leptoderma,-72,172
Antarctotetilla leptoderma,-75,-176
Antarctotetilla leptoderma,-73,-177
Antarctotetilla leptoderma,-78,-172
Antarctotetilla leptoderma,-75,172
Antarctotetilla leptoderma,-76,171
Antarctotetilla leptoderma,-75,168
Antarctotetilla leptoderma,-76,172
Antarctotetilla leptoderma,-62,-56
Antarctotetilla leptoderma,-66,111
Antarctotetilla leptoderma,-74,-175
Antarctotetilla leptoderma,-63,-55
Antarctotetilla leptoderma,-66,-70
Antarctotetilla leptoderma,-62,-43
Antarctotetilla leptoderma,-61,-56
Antarctotetilla leptoderma,-75,177
Xestospongia,-65,-64
Xestospongia,-66,111
Porifera,-66,-70
Porifera,-65,-68
Porifera,-61,-56
Porifera,-62,-58
Porifera,-63,-63
Porifera,-62,-45
Porifera,-60,-49
Porifera,-61,-49
Porifera,-63,-49
Porifera,-64,-49
Porifera,-60,-36
Porifera,-65,-52
Porifera,-62,-56
Porifera,-64,-52
Porifera,-60,-47
Porifera,-61,-53
Porifera,-60,-33
Porifera,-73,172
Porifera,-74,171
Porifera,-75,170
Porifera,-76,171
Porifera,-76,178
Porifera,-77,175
Porifera,-76,-179
Porifera,-73,178
Porifera,-74,-179
Porifera,-74,-177
Porifera,-67,-180
Porifera,-72,179
Porifera,-68,-180
Porifera,-75,169
Porifera,-73,174
Porifera,-73,177
Porifera,-74,176
Porifera,-75,-174
Porifera,-74,-178
Porifera,-75,-177
Porifera,-75,172
Porifera,-76,172
Porifera,-76,-177
Porifera,-75,168
Porifera,-77,169
Porifera,-77,-178
Porifera,-78,-173
Porifera,-76,-170
Porifera,-78,-166
Porifera,-78,-169
Porifera,-76,-173
Porifera,-78,-172
Porifera,-77,-171
Porifera,-76,-165
Porifera,-76,-169
Porifera,-77,-167
Porifera,-78,-163
Porifera,-77,-162
Porifera,-73,-177
Porifera,-74,-175
Porifera,-72,175
Porifera,-72,177
Porifera,-75,-175
Porifera,-76,-163
Porifera,-76,-171
Porifera,-76,180
Porifera,-77,-159
Porifera,-78,-165
Porifera,-64,-64
Porifera,-66,-65
Desmophyllum hourigani,20,-69
Desmophyllum hourigani,24,-75
Porifera,-67,-70
Porifera,-66,-66
Porifera,-62,-43
Porifera,-62,-44
Porifera,-74,-31
Porifera,-77,-41
Porifera,-76,-30
Porifera,-74,-40
Porifera,-77,-35
Porifera,-68,-70
Porifera,-64,-62
Porifera,-72,173
Caulophacus,-67,164
Bathydorus,-60,-36
Astrangia solitaria,17,-88
Hexactinella,-64,-52
Hexactinella,-71,172
Hexactinella,-61,-59
Hexactinella,-61,-57
Hexactinella,-67,164
Hexactinella,-63,-59
Anoxycalyx (Anoxycalyx) ijimai,-78,-164
Rhabdocalyptus,-60,-36
Porifera,-60,-65
Rossellidae,-64,-52
Astrangia poculata,32,-80
Astrangia poculata,30,-81
Astrangia poculata,29,-81
Leptogorgia hebes,33,-79
Leptogorgia virgulata,32,-81
Nidalia deichmannae,27,-97
Renilla muelleri,28,-97
Leptogorgia virgulata,34,-77
Virgularia presbytes,29,-81
Leptogorgia hebes,28,-83
Leptogorgia hebes,26,-82
Virgularia presbytes,30,-81
Diodogorgia nodulifera,7,-55
Renilla muelleri,6,-55
Virgularia presbytes,33,-80
Virgularia gustaviana,24,-110
Porifera,-67,-68
Porifera,-63,-57
Porifera,-78,177
Porifera,-77,174
Porifera,-75,166
Porifera,-76,165
Renilla koellikeri,23,-110
Porifera,-74,167
Porifera,-77,165
Porifera,-76,166
Renilla muelleri,8,-58
Renilla muelleri,6,-54
Plumarella aurea,24,-81
Metallogorgia splendens,14,-61
Tanacetipathes thamnea,25,-81
Tanacetipathes thamnea,13,-60
Tanacetipathes tanacetum,32,-80
Renilla muelleri,9,-80
Renilla muelleri,8,-80
Renilla muelleri,9,-79
Renilla muelleri,5,-52
Renilla muelleri,6,-53
Renilla muelleri,11,-62
Renilla muelleri,11,-68
Renilla muelleri,12,-72
Renilla muelleri,9,-60
Renilla reniformis,11,-83
Renilla,11,-84
Renilla muelleri,27,-97
Renilla muelleri,-2,-41
Sclerobelemnon,6,-55
Sclerobelemnon,11,-76
Sclerobelemnon,9,-60
Sclerobelemnon,11,-83
Stylatula,9,-80
Stylatula,9,-79
Stylatula,8,-78
Cavernulina,8,-80
Virgularia,7,-57
Virgularia,16,-84
Virgularia,27,-97
Renilla,8,-59
Renilla,34,-77
Renilla,30,-89
Diodogorgia,26,-78
Diodogorgia,16,-86
Diodogorgia,12,-70
Diodogorgia,12,-71
Diodogorgia,11,-74
Diodogorgia,18,-62
Thesea granulosa,18,-67
Thesea granulosa,7,-55
Thesea granulosa,11,-61
Thesea granulosa,24,-81
Thesea granulosa,25,-81
Thesea granulosa,21,-87
Thesea granulosa,11,-66
Leptogorgia setacea,0,-46
Leptogorgia setacea,7,-58
Leptogorgia virgulata,29,-85
Leptogorgia setacea,29,-91
Stylatula,-4,-81
Acanthoptilum,16,-89
Acanthoptilum,16,-88
Acanthoptilum,6,-55
Acanthoptilum,12,-70
Acanthoptilum,29,-85
Stylatula,12,-70
Pseudoanthomastus,0,-90
Stylatula,25,-111
Stylatula,31,-114
Ptilosarcus,31,-114
Renilla koellikeri,24,-110
Renilla reniformis,34,-120
Umbellula,-6,122
Kophobelemnon,-6,122
Renilla muelleri,22,-106
Antipathes,9,-80
Titanideum frauenfeldii,30,-88
Renilla reniformis,33,-78
Leptogorgia virgulata,33,-79
Virgularia presbytes,31,-81
Stylatula elegans,32,-80
Stylatula elegans,30,-81
Leptogorgia setacea,29,-81
Virgularia presbytes,29,-90
Titanideum frauenfeldii,34,-77
Leptogorgia virgulata,35,-75
Titanideum frauenfeldii,31,-81
Leptogorgia virgulata,31,-81
Leptogorgia hebes,31,-81
Renilla koellikeri,10,-85
Ptilosarcus,10,-85
Tedania,34,-77
Astrangia haimei,33,-118
Astrangia poculata,29,-90
Astrangia poculata,31,-81
Astrangia poculata,26,-82
Astrangia poculata,34,-77
Oculina,34,-77
Leptogorgia setacea,31,-81
Leptogorgia hebes,33,-80
Renilla muelleri,-23,-44
Stylatula brasiliensis,-23,-44
Stylatula darwinii,-23,-44
Leptogorgia setacea,-24,-45
Virgularia presbytes,-20,-39
Renilla reniformis,-23,-44
Stylatula darwinii,-32,-51
Leptogorgia hebes,26,-83
Diodogorgia nodulifera,26,-83
Myriopathes myriophylla,6,121
Renilla koellikeri,34,-118
Myriopathes bifaria,6,121
Astrangia poculata,32,-81
Diodogorgia nodulifera,17,-88
Astrangia poculata,34,-78
Astrangia solitaria,0,-47
Astrangia,9,-80
Astrangia solitaria,11,-63
Astrangia,11,-68
Astrangia poculata,12,-70
Astrangia,12,-61
Astrangia solitaria,18,-71
Astrangia,16,-86
Astrangia,11,-74
Astrangia atrata,-34,151
Leptogorgia virgulata,26,-82
Leptogorgia hebes,25,-82
Lepidopora unicaulis,-26,167
Leptogorgia setacea,26,-82
Renilla reniformis,33,-79
Titanideum,31,-81
Titanideum,33,-80
Titanideum,33,-79
Paraconopora spinosa,-26,167
Paracyathus stearnsi,34,-121
Paracyathus stearnsi,32,-117
Leptopenus hypocoelus,35,-123
Paracyathus montereyensis,44,-125
Rhipidipathes cf. reticulata,7,152
Astrangia,-29,-178
Diodogorgia nodulifera,9,-78
Astrangia,26,-82
Astrangia,29,-81
Antipathes curvata,14,121
Rhipidipathes reticulata,8,152
Paracyathus rotundatus,5,120
Astrangia solitaria,34,-77
Astrangia poculata,39,-75
Cirrhipathes propinqua,27,128
cf. Cirrhipathes,13,122
Myriopathes panamensis,9,-79
Antipathes,6,121
Acanthopathes undulata,24,-165
Stichopathes occidentalis,19,-87
Stichopathes luetkeni,19,-87
Antipathes griggi,22,-160
Cirrhipathes,27,128
Antipathes flabellum,11,123
Antipathes flabellum,10,124
Antipathes simplex,12,123
Plumarella longispina,34,-120
Rhizaxinella,34,-120
Stylaster californicus,34,-121
Ptilosarcus gurneyi,34,-121
Acanthoptilum gracile,34,-121
Plumarella longispina,34,-119
Muricea,28,-92
Swiftia exserta,28,-92
Madrepora,28,-93
Swiftia exserta,28,-94
Muricea,28,-94
Muricea pendula,28,-94
Muricea,29,-88
Paramuricea biscaya,27,-93
Paragorgia,27,-93
Muricea,28,-91
Paramuricea hawaiiensis,22,-167
Paramuricea hawaiiensis,26,-169
Parastenella ramosa,57,-174
Chelidonisis aurantiaca mexicana,28,-90
Chelidonisis aurantiaca mexicana,27,-87
Chelidonisis aurantiaca mexicana,28,-92
Parastenella ramosa,52,-177
Parastenella ramosa,59,-141
Parastenella gymnogaster,44,170
Parastenella gymnogaster,42,171
Parastenella gymnogaster,41,171
Primnoa wingi,41,171
Parastenella gymnogaster,39,171
Narella ambigua,37,172
Calyptrophora alpha,37,172
Callogorgia cf. tessellata,37,172
Callogorgia robusta,37,172
Parastenella gymnogaster,42,170
Stenocyathus vermiformis,21,-158
Sceptrulophora,26,-80
Pennatulacea,26,-80
Vazella,26,-80
Pseudodrifa,26,-80
Cliona,26,-80
Corallistes,26,-80
Callyspongia (Cladochalina) alcoladoi,26,-80
Iciligorgia,26,-80
Iotrochota,26,-80
Niphates erecta,26,-80
Amphimedon,26,-80
Spirastrellidae,26,-80
Callyspongia (Cladochalina) tenerrima,26,-80
Niphates,26,-80
Agelas,26,-80
Callyspongia (Cladochalina) vaginalis,26,-80
Niphates digitalis,26,-80
Xestospongia muta,26,-80
Niphatidae,26,-80
Aiolochroia crassa,26,-80
Agelas clathrodes,26,-80
Ircinia campana,26,-80
Agelas citrina,26,-80
Aphrocallistes beatrix,26,-80
Bathypathes pseudoalternata,26,-80
Paramuricea placomus,42,-68
Abyssocladia,34,-63
Abyssocladia polycephalus,34,-63
Agelas,25,-80
Agelas dispar,34,-76
Agelas dispar,-20,-36
Agelas dispar,-8,-35
Amphilectus,47,-45
Ancorinidae,38,-73
Ancorinidae,42,-66
Antho (Acarnia),35,-76
Asteropus,34,-76
Asteropus,35,-76
Asteropus ketostea,34,-76
Asteropus ketostea,35,-76
Asteropus ketostea,29,-84
Axinella,34,-76
Axinella,25,-81
Axinellidae,34,-76
Axinellidae,45,-55
Axinellidae,47,-45
Biemna,28,-83
Biemna,26,-82
Biemna,42,-66
Biemna chilensis,-65,-64
Biemna tubulata,26,-82
Biemna variantia,43,-70
Biemna variantia,43,-69
Biemna variantia,44,-63
Biemna variantia,45,-64
Calcarea,43,-69
Calcarea,44,-70
Calcarea,38,-123
Calcarea,37,-122
Calcarea,42,-71
Calcarea,43,-71
Calcarea,42,-70
Calcarea,40,-70
Calcarea,40,-71
Calcarea,39,-73
Callyspongia (Callyspongia) fallax,34,-76
Callyspongia (Callyspongia) fallax,25,-81
Callyspongia (Cladochalina) fibrosa,12,124
Callyspongia (Cladochalina) vaginalis,34,-76
Callyspongia (Cladochalina) vaginalis,35,-76
cf. Axinella,34,-76
cf. Axinella,35,-76
cf. Axinella,35,-75
cf. Endectyon (Hemectyon),34,-76
cf. Endectyon (Hemectyon),35,-76
cf. Jaspis,34,-76
cf. Phakellia,34,-76
cf. Phakellia,35,-76
cf. Thrinacophora,34,-76
Chalinidae,43,-69
Chalinidae,44,-59
Chalinidae,45,-54
Chalinidae,43,-70
Chalinidae,42,-71
Chalinidae,43,-65
Chalinidae,44,-63
Chalinidae,42,-70
Chalinidae,40,-70
Chalinidae,40,-71
Chalinidae,40,-69
Chalinidae,41,-67
Chalinidae,37,-73
Chalinidae,40,-67
Chalinidae,39,-70
Chalinidae,40,-66
Chalinidae,41,-66
Chalinidae,47,-45
Chalinula loosanoffi,41,-71
Chalinula loosanoffi,39,-73
Chalinula loosanoffi,42,-70
Chalinula molitba,-8,-35
Chondrocladia,41,-65
Chondrocladia (Chondrocladia) grandis,44,-59
Chondrocladia (Chondrocladia) grandis,43,-60
Chondrocladia (Chondrocladia) grandis,42,-66
Chondrocladia (Chondrocladia) virgata,42,-66
Cinachyra,35,-76
Cinachyra,28,-83
Cinachyrella kuekenthali,-8,-35
Cinachyrella macellata,-30,32
Cladorhiza,44,-62
Cladorhiza,42,-66
Cladorhiza,40,-66
Cladorhiza abyssicola,37,-72
Cladorhiza flosabyssi,36,-31
Cladorhizidae,34,-63
Cladorhizidae,38,-61
Clathria (Clathria) prolifera,42,-70
Clathria (Microciona) adioristica,34,-76
Clathria (Microciona) spinosa,26,-82
Clathria (Thalysias) juniperina,28,-83
Clathria (Thalysias) juniperina,26,-82
Clathria (Thalysias) juniperina,25,-81
Clathrina cancellata,42,-70
Clathrina coriacea,43,-71
Clathrina coriacea,43,-66
Clathrina coriacea,42,-70
Clathrina coriacea,40,-70
Clathrina coriacea,40,-71
Clathrina coriacea,45,-55
Coelosphaera (Coelosphaera) raphidifera,-8,-35
Cornulum johnsoni,19,-65
Craniella cranium,42,-71
Craniella cranium,39,-75
Crellidae,43,-70
Crellidae,43,-71
Crellidae,44,-63
Crellidae,40,-69
Crellidae,42,-66
Crellidae,44,-57
Crellidae,45,-57
Crellidae,44,-62
Crellidae,43,-65
Crellidae,47,-45
Crellidae,48,-48
Dactylocalyx pumiceus,13,-60
Dendoricella rhopalum,37,-72
Dendoricella rhopalum,37,-73
Desmacella cf. inornata,39,-74
Desmacella infundibuliformis,40,-70
Desmacella infundibuliformis,40,-71
Desmacella infundibuliformis,65,-27
Didiscus aceratus,-37,-12
Echinochalina (Echinochalina) barba,-39,147
Endectyon (Hemectyon),38,-123
Erylus formosus,-8,-35
Farrea,40,-67
Farrea,34,-63
Farreidae,34,-63
Farreidae,38,-61
Farreidae,40,-67
Fasciospongia caliculata,-8,-35
Forcepia (Forcepia) thielei,38,-73
Forcepia (Forcepia) thielei,41,-66
Forcepia (Forcepia) topsenti,37,-73
Gelliodes,40,-71
Gelliodes,41,-66
Geodia,38,-123
Geodia,34,-76
Geodia,25,-82
Geodia,35,-76
Geodia barretti,34,-63
Geodia macandrewii,40,-67
Geodia megastrella,34,-63
Geodia megastrella,39,-64
Geodia megastrella,38,-61
Geodia megastrella,40,-66
Geodia papyracea,-8,-35
Grantiidae,42,-70
Halichondria (Eumastia),45,-64
Halichondria (Eumastia),45,-55
Halichondria (Eumastia),45,-58
Haliclona,25,-82
Haliclona,42,-70
Haliclona,42,-71
Haliclona,40,-70
Haliclona (Flagellia) flagellifera,42,-70
Haliclona (Flagellia) flagellifera,43,-70
Haliclona (Flagellia) flagellifera,47,-45
Haliclona (Gellius),42,-71
Haliclona (Gellius),42,-70
Haliclona (Gellius),42,-66
Haliclona (Gellius),45,-59
Haliclona (Gellius),44,-57
Haliclona (Haliclona) oculata,42,-71
Haliclona (Haliclona) oculata,41,-71
Haliclona (Haliclona) oculata,41,-69
Haliclona (Reniera),37,-122
Haliclona (Reniera),28,-83
Haliclona (Reniera),35,-75
Haliclona (Reniera) cinerea,37,-122
Hamacantha (Zygherpe) hyaloderma,37,-122
Haplosclerida,30,-84
Hemigellius arcofer,43,-69
Hemigellius arcofer,42,-71
Hemigellius arcofer,43,-66
Hemigellius arcofer,42,-70
Hemigellius arcofer,40,-71
Hemigellius arcofer,37,-73
Hexactinellida,43,-69
Hexactinellida,36,-31
Hexactinellida,40,-67
Hexactinellida,40,-66
Hexactinellida,-60,-46
Hexactinellida,-61,-45
Hexactinellida,-61,-43
Hexactinellida,-62,-45
Hexactinellida,-61,-46
Hexactinellida,-60,-47
Hexactinellida,-63,-52
Hexactinellida,-63,-54
Hexactinellida,-61,-55
Hexactinellida,-61,-56
Hexactinellida,-62,-57
Hexactinellida,-62,-61
Hexactinellida,-62,-55
Hexactinellida,40,-71
Hexactinellida,44,-57
Hexactinellida,45,-57
Hexactinellida,39,-68
Hexactinellida,38,-70
Hymedesmia,42,-70
Hymedesmia,42,-71
Hymedesmia (Stylopus) arndti,37,-122
Iophon,42,-70
Iophon,43,-70
Iophon,43,-69
Iophon,42,-71
Iophon,43,-65
Iophon,45,-64
Iophon,43,-71
Iophon,42,-69
Iophon,38,-74
Iophon,40,-70
Iophon,40,-71
Iophon,40,-72
Iophon,44,-62
Iophon,44,-64
Iophon,44,-57
Iophon,47,-45
Iophon,39,-73
Iophon nigricans,42,-70
Ircinia,25,-79
Ircinia felix,19,-66
Ircinia felix,-8,-35
Ircinia strobilina,25,-79
Ircinia strobilina,-8,-35
Irciniidae,25,-82
Isodictya,41,-67
Isodictya,40,-71
Isodictya deichmannae,41,-71
Isodictya deichmannae,42,-70
Isodictya deichmannae,43,-69
Isodictya deichmannae,41,-70
Jaspis,35,-76
Leucosolenia,43,-71
Leucosolenia botryoides,45,-64
Lissodendoryx,43,-69
Lissodendoryx,28,-83
Lissodendoryx,40,-70
Lissodendoryx,37,-73
Lissodendoryx (Anomodoryx) sigmata,29,-83
Lissodendoryx (Ectyodoryx),40,-70
Lissodendoryx (Ectyodoryx),40,-71
Lissodendoryx (Ectyodoryx),44,-57
Lissodendoryx (Ectyodoryx),41,-66
Lissodendoryx (Lissodendoryx) noxiosa,37,-122
Melonanchora elliptica,45,-57
Microcionidae,43,-69
Microcionidae,34,-76
Microcionidae,42,-71
Microcionidae,42,-70
Microcionidae,43,-66
Microcionidae,43,-65
Microcionidae,43,-70
Microcionidae,42,-66
Microcionidae,40,-70
Microcionidae,40,-69
Microcionidae,40,-71
Microcionidae,38,-73
Microcionidae,45,-55
Microcionidae,41,-65
Microcionidae,47,-45
Monanchora arbuscula,-8,-35
Mycale,43,-71
Mycale,43,-69
Mycale,43,-70
Mycale,42,-71
Mycale,44,-63
Mycale,42,-70
